,labels,x,y
8921,FOLLICLE,30307,17566
8922,FOLLICLE,30307,17583
8923,FOLLICLE,30307,17600
8924,FOLLICLE,30307,17634
8925,FOLLICLE,30290,17651
8926,FOLLICLE,30290,17668
8927,FOLLICLE,30290,17701
8928,FOLLICLE,30273,17735
8929,FOLLICLE,30273,17752
8930,FOLLICLE,30256,17769
8931,FOLLICLE,30240,17803
8932,FOLLICLE,30240,17820
8933,FOLLICLE,30240,17853
8934,FOLLICLE,30223,17887
8935,FOLLICLE,30206,17904
8936,FOLLICLE,30189,17938
8937,FOLLICLE,30155,17988
8938,FOLLICLE,30138,18022
8939,FOLLICLE,30138,18039
8940,FOLLICLE,30105,18073
8941,FOLLICLE,30088,18106
8942,FOLLICLE,30071,18123
8943,FOLLICLE,30054,18174
8944,FOLLICLE,30037,18174
8945,FOLLICLE,30020,18241
8946,FOLLICLE,30020,18275
8947,FOLLICLE,30003,18292
8948,FOLLICLE,29986,18309
8949,FOLLICLE,29970,18343
8950,FOLLICLE,29970,18360
8951,FOLLICLE,29953,18393
8952,FOLLICLE,29936,18410
8953,FOLLICLE,29936,18427
8954,FOLLICLE,29919,18444
8955,FOLLICLE,29902,18461
8956,FOLLICLE,29885,18478
8957,FOLLICLE,29851,18495
8958,FOLLICLE,29835,18511
8959,FOLLICLE,29801,18511
8960,FOLLICLE,29784,18511
8961,FOLLICLE,29733,18511
8962,FOLLICLE,29700,18511
8963,FOLLICLE,29666,18511
8964,FOLLICLE,29615,18495
8965,FOLLICLE,29598,18478
8966,FOLLICLE,29565,18461
8967,FOLLICLE,29531,18444
8968,FOLLICLE,29514,18427
8969,FOLLICLE,29480,18410
8970,FOLLICLE,29463,18393
8971,FOLLICLE,29447,18376
8972,FOLLICLE,29413,18360
8973,FOLLICLE,29396,18326
8974,FOLLICLE,29362,18309
8975,FOLLICLE,29345,18275
8976,FOLLICLE,29328,18258
8977,FOLLICLE,29312,18241
8978,FOLLICLE,29295,18208
8979,FOLLICLE,29261,18157
8980,FOLLICLE,29244,18140
8981,FOLLICLE,29210,18106
8982,FOLLICLE,29193,18106
8983,FOLLICLE,29177,18090
8984,FOLLICLE,29143,18073
8985,FOLLICLE,29109,18039
8986,FOLLICLE,29075,18039
8987,FOLLICLE,29025,18005
8988,FOLLICLE,29008,17988
8989,FOLLICLE,28974,17988
8990,FOLLICLE,28940,17988
8991,FOLLICLE,28923,17988
8992,FOLLICLE,28907,17971
8993,FOLLICLE,28873,17955
8994,FOLLICLE,28805,17938
8995,FOLLICLE,28755,17921
8996,FOLLICLE,28721,17904
8997,FOLLICLE,28687,17887
8998,FOLLICLE,28670,17887
8999,FOLLICLE,28670,17870
9000,FOLLICLE,28653,17870
9001,FOLLICLE,28637,17870
9002,FOLLICLE,28620,17870
9003,FOLLICLE,28603,17853
9004,FOLLICLE,28569,17853
9005,FOLLICLE,28552,17836
9006,FOLLICLE,28535,17836
9007,FOLLICLE,28518,17820
9008,FOLLICLE,28451,17803
9009,FOLLICLE,28434,17786
9010,FOLLICLE,28417,17786
9011,FOLLICLE,28400,17769
9012,FOLLICLE,28383,17769
9013,FOLLICLE,28350,17735
9014,FOLLICLE,28316,17718
9015,FOLLICLE,28299,17701
9016,FOLLICLE,28282,17685
9017,FOLLICLE,28265,17668
9018,FOLLICLE,28248,17651
9019,FOLLICLE,28248,17617
9020,FOLLICLE,28232,17583
9021,FOLLICLE,28232,17566
9022,FOLLICLE,28215,17533
9023,FOLLICLE,28198,17499
9024,FOLLICLE,28181,17482
9025,FOLLICLE,28164,17448
9026,FOLLICLE,28164,17431
9027,FOLLICLE,28147,17415
9028,FOLLICLE,28147,17381
9029,FOLLICLE,28130,17364
9030,FOLLICLE,28130,17347
9031,FOLLICLE,28113,17313
9032,FOLLICLE,28097,17280
9033,FOLLICLE,28080,17263
9034,FOLLICLE,28080,17229
9035,FOLLICLE,28063,17212
9036,FOLLICLE,28063,17195
9037,FOLLICLE,28046,17161
9038,FOLLICLE,28029,17145
9039,FOLLICLE,28012,17094
9040,FOLLICLE,27995,17077
9041,FOLLICLE,27978,17060
9042,FOLLICLE,27978,17010
9043,FOLLICLE,27945,16993
9044,FOLLICLE,27945,16976
9045,FOLLICLE,27928,16942
9046,FOLLICLE,27928,16908
9047,FOLLICLE,27911,16875
9048,FOLLICLE,27894,16841
9049,FOLLICLE,27894,16824
9050,FOLLICLE,27877,16790
9051,FOLLICLE,27877,16773
9052,FOLLICLE,27877,16740
9053,FOLLICLE,27877,16723
9054,FOLLICLE,27877,16689
9055,FOLLICLE,27877,16672
9056,FOLLICLE,27877,16655
9057,FOLLICLE,27877,16638
9058,FOLLICLE,27877,16605
9059,FOLLICLE,27877,16588
9060,FOLLICLE,27877,16571
9061,FOLLICLE,27894,16571
9062,FOLLICLE,27894,16554
9063,FOLLICLE,27911,16554
9064,FOLLICLE,27911,16520
9065,FOLLICLE,27928,16520
9066,FOLLICLE,27928,16503
9067,FOLLICLE,27945,16486
9068,FOLLICLE,27978,16470
9069,FOLLICLE,27978,16453
9070,FOLLICLE,27995,16453
9071,FOLLICLE,28012,16436
9072,FOLLICLE,28029,16419
9073,FOLLICLE,28046,16402
9074,FOLLICLE,28080,16385
9075,FOLLICLE,28097,16368
9076,FOLLICLE,28113,16335
9077,FOLLICLE,28130,16335
9078,FOLLICLE,28164,16318
9079,FOLLICLE,28198,16301
9080,FOLLICLE,28215,16284
9081,FOLLICLE,28248,16233
9082,FOLLICLE,28282,16233
9083,FOLLICLE,28299,16216
9084,FOLLICLE,28333,16200
9085,FOLLICLE,28350,16183
9086,FOLLICLE,28367,16183
9087,FOLLICLE,28383,16166
9088,FOLLICLE,28417,16149
9089,FOLLICLE,28434,16132
9090,FOLLICLE,28485,16115
9091,FOLLICLE,28535,16081
9092,FOLLICLE,28569,16065
9093,FOLLICLE,28586,16065
9094,FOLLICLE,28637,16065
9095,FOLLICLE,28653,16048
9096,FOLLICLE,28670,16031
9097,FOLLICLE,28687,16031
9098,FOLLICLE,28721,16014
9099,FOLLICLE,28755,15997
9100,FOLLICLE,28799,15994
9101,FOLLICLE,28799,15983
9102,FOLLICLE,28799,15971
9103,FOLLICLE,28834,15947
9104,FOLLICLE,28858,15947
9105,FOLLICLE,28881,15947
9106,FOLLICLE,28905,15947
9107,FOLLICLE,28940,15936
9108,FOLLICLE,28952,15936
9109,FOLLICLE,28975,15936
9110,FOLLICLE,28987,15936
9111,FOLLICLE,28998,15924
9112,FOLLICLE,29010,15924
9113,FOLLICLE,29045,15924
9114,FOLLICLE,29081,15924
9115,FOLLICLE,29092,15924
9116,FOLLICLE,29116,15924
9117,FOLLICLE,29127,15924
9118,FOLLICLE,29151,15924
9119,FOLLICLE,29186,15924
9120,FOLLICLE,29198,15924
9121,FOLLICLE,29221,15924
9122,FOLLICLE,29245,15924
9123,FOLLICLE,29256,15924
9124,FOLLICLE,29268,15924
9125,FOLLICLE,29278,15913
9126,FOLLICLE,29328,15913
9127,FOLLICLE,29379,15913
9128,FOLLICLE,29413,15913
9129,FOLLICLE,29480,15913
9130,FOLLICLE,29497,15930
9131,FOLLICLE,29531,15930
9132,FOLLICLE,29548,15930
9133,FOLLICLE,29565,15946
9134,FOLLICLE,29598,15963
9135,FOLLICLE,29615,15980
9136,FOLLICLE,29632,15980
9137,FOLLICLE,29649,15980
9138,FOLLICLE,29666,15997
9139,FOLLICLE,29683,15997
9140,FOLLICLE,29700,16031
9141,FOLLICLE,29717,16031
9142,FOLLICLE,29750,16048
9143,FOLLICLE,29784,16081
9144,FOLLICLE,29801,16098
9145,FOLLICLE,29835,16132
9146,FOLLICLE,29851,16149
9147,FOLLICLE,29868,16166
9148,FOLLICLE,29868,16183
9149,FOLLICLE,29902,16200
9150,FOLLICLE,29919,16216
9151,FOLLICLE,29936,16233
9152,FOLLICLE,29953,16250
9153,FOLLICLE,29970,16267
9154,FOLLICLE,29986,16284
9155,FOLLICLE,29986,16301
9156,FOLLICLE,30003,16301
9157,FOLLICLE,30003,16318
9158,FOLLICLE,30037,16335
9159,FOLLICLE,30054,16351
9160,FOLLICLE,30071,16368
9161,FOLLICLE,30088,16368
9162,FOLLICLE,30088,16385
9163,FOLLICLE,30105,16385
9164,FOLLICLE,30121,16419
9165,FOLLICLE,30138,16419
9166,FOLLICLE,30223,16453
9167,FOLLICLE,30256,16436
9168,FOLLICLE,32214,15170
9169,FOLLICLE,32197,15170
9170,FOLLICLE,32163,15170
9171,FOLLICLE,32146,15170
9172,FOLLICLE,32096,15170
9173,FOLLICLE,32045,15170
9174,FOLLICLE,32011,15170
9175,FOLLICLE,31961,15170
9176,FOLLICLE,31910,15170
9177,FOLLICLE,31876,15187
9178,FOLLICLE,31826,15204
9179,FOLLICLE,31792,15221
9180,FOLLICLE,31775,15238
9181,FOLLICLE,31741,15255
9182,FOLLICLE,31708,15271
9183,FOLLICLE,31691,15288
9184,FOLLICLE,31657,15305
9185,FOLLICLE,31623,15322
9186,FOLLICLE,31606,15356
9187,FOLLICLE,31573,15373
9188,FOLLICLE,31556,15406
9189,FOLLICLE,31539,15440
9190,FOLLICLE,31522,15457
9191,FOLLICLE,31505,15474
9192,FOLLICLE,31471,15525
9193,FOLLICLE,31471,15541
9194,FOLLICLE,31438,15609
9195,FOLLICLE,31421,15626
9196,FOLLICLE,31404,15643
9197,FOLLICLE,31387,15660
9198,FOLLICLE,31387,15693
9199,FOLLICLE,31370,15710
9200,FOLLICLE,31370,15727
9201,FOLLICLE,31353,15744
9202,FOLLICLE,31353,15761
9203,FOLLICLE,31336,15795
9204,FOLLICLE,31320,15828
9205,FOLLICLE,31303,15845
9206,FOLLICLE,31286,15862
9207,FOLLICLE,31286,15879
9208,FOLLICLE,31269,15913
9209,FOLLICLE,31269,15930
9210,FOLLICLE,31252,15963
9211,FOLLICLE,31235,15980
9212,FOLLICLE,31235,15997
9213,FOLLICLE,31235,16014
9214,FOLLICLE,31235,16031
9215,FOLLICLE,31235,16065
9216,FOLLICLE,31218,16065
9217,FOLLICLE,31218,16098
9218,FOLLICLE,31218,16115
9219,FOLLICLE,31201,16149
9220,FOLLICLE,31201,16166
9221,FOLLICLE,31201,16200
9222,FOLLICLE,31201,16216
9223,FOLLICLE,31201,16233
9224,FOLLICLE,31201,16250
9225,FOLLICLE,31201,16301
9226,FOLLICLE,31201,16318
9227,FOLLICLE,31201,16335
9228,FOLLICLE,31201,16368
9229,FOLLICLE,31201,16402
9230,FOLLICLE,31201,16419
9231,FOLLICLE,31201,16453
9232,FOLLICLE,31201,16470
9233,FOLLICLE,31201,16520
9234,FOLLICLE,31201,16554
9235,FOLLICLE,31201,16588
9236,FOLLICLE,31201,16621
9237,FOLLICLE,31201,16655
9238,FOLLICLE,31201,16672
9239,FOLLICLE,31201,16706
9240,FOLLICLE,31201,16723
9241,FOLLICLE,31201,16756
9242,FOLLICLE,31201,16773
9243,FOLLICLE,31201,16824
9244,FOLLICLE,31201,16858
9245,FOLLICLE,31201,16875
9246,FOLLICLE,31201,16925
9247,FOLLICLE,31201,16959
9248,FOLLICLE,31201,16993
9249,FOLLICLE,31218,17026
9250,FOLLICLE,31218,17060
9251,FOLLICLE,31218,17077
9252,FOLLICLE,31235,17111
9253,FOLLICLE,31235,17128
9254,FOLLICLE,31252,17161
9255,FOLLICLE,31269,17195
9256,FOLLICLE,31269,17212
9257,FOLLICLE,31286,17280
9258,FOLLICLE,31303,17313
9259,FOLLICLE,31320,17347
9260,FOLLICLE,31336,17398
9261,FOLLICLE,31353,17431
9262,FOLLICLE,31370,17448
9263,FOLLICLE,31370,17482
9264,FOLLICLE,31387,17499
9265,FOLLICLE,31387,17550
9266,FOLLICLE,31421,17566
9267,FOLLICLE,31438,17617
9268,FOLLICLE,31455,17651
9269,FOLLICLE,31471,17701
9270,FOLLICLE,31471,17718
9271,FOLLICLE,31488,17752
9272,FOLLICLE,31505,17769
9273,FOLLICLE,31522,17803
9274,FOLLICLE,31539,17836
9275,FOLLICLE,31539,17870
9276,FOLLICLE,31556,17887
9277,FOLLICLE,31573,17938
9278,FOLLICLE,31590,17971
9279,FOLLICLE,31590,18005
9280,FOLLICLE,31623,18056
9281,FOLLICLE,31657,18123
9282,FOLLICLE,31657,18157
9283,FOLLICLE,31691,18191
9284,FOLLICLE,31691,18241
9285,FOLLICLE,31708,18275
9286,FOLLICLE,31741,18309
9287,FOLLICLE,31758,18343
9288,FOLLICLE,31758,18376
9289,FOLLICLE,31775,18410
9290,FOLLICLE,31809,18444
9291,FOLLICLE,31826,18478
9292,FOLLICLE,31826,18511
9293,FOLLICLE,31860,18562
9294,FOLLICLE,31893,18630
9295,FOLLICLE,31910,18646
9296,FOLLICLE,31927,18680
9297,FOLLICLE,31944,18697
9298,FOLLICLE,31978,18731
9299,FOLLICLE,31995,18765
9300,FOLLICLE,32011,18781
9301,FOLLICLE,32028,18815
9302,FOLLICLE,32062,18866
9303,FOLLICLE,32096,18900
9304,FOLLICLE,32096,18916
9305,FOLLICLE,32130,18950
9306,FOLLICLE,32180,18984
9307,FOLLICLE,32197,19018
9308,FOLLICLE,32248,19051
9309,FOLLICLE,32281,19068
9310,FOLLICLE,32298,19102
9311,FOLLICLE,32298,19119
9312,FOLLICLE,32332,19136
9313,FOLLICLE,32349,19153
9314,FOLLICLE,32383,19170
9315,FOLLICLE,32383,19186
9316,FOLLICLE,32400,19203
9317,FOLLICLE,32416,19220
9318,FOLLICLE,32450,19254
9319,FOLLICLE,32484,19271
9320,FOLLICLE,32501,19305
9321,FOLLICLE,32518,19305
9322,FOLLICLE,32535,19321
9323,FOLLICLE,32551,19321
9324,FOLLICLE,32568,19355
9325,FOLLICLE,32602,19372
9326,FOLLICLE,32653,19389
9327,FOLLICLE,32686,19423
9328,FOLLICLE,32703,19423
9329,FOLLICLE,32737,19440
9330,FOLLICLE,32771,19473
9331,FOLLICLE,32805,19490
9332,FOLLICLE,32821,19507
9333,FOLLICLE,32872,19524
9334,FOLLICLE,32923,19541
9335,FOLLICLE,32940,19541
9336,FOLLICLE,32973,19575
9337,FOLLICLE,33007,19575
9338,FOLLICLE,33024,19591
9339,FOLLICLE,33075,19591
9340,FOLLICLE,33091,19591
9341,FOLLICLE,33125,19591
9342,FOLLICLE,33176,19625
9343,FOLLICLE,33210,19625
9344,FOLLICLE,33243,19625
9345,FOLLICLE,33294,19625
9346,FOLLICLE,33345,19625
9347,FOLLICLE,33446,19642
9348,FOLLICLE,33547,19659
9349,FOLLICLE,33581,19659
9350,FOLLICLE,33631,19659
9351,FOLLICLE,33682,19659
9352,FOLLICLE,33699,19659
9353,FOLLICLE,33733,19659
9354,FOLLICLE,33750,19659
9355,FOLLICLE,33766,19659
9356,FOLLICLE,33800,19659
9357,FOLLICLE,33834,19659
9358,FOLLICLE,33851,19659
9359,FOLLICLE,33885,19659
9360,FOLLICLE,33901,19659
9361,FOLLICLE,33918,19642
9362,FOLLICLE,33935,19625
9363,FOLLICLE,34003,19591
9364,FOLLICLE,34036,19575
9365,FOLLICLE,34053,19558
9366,FOLLICLE,34070,19541
9367,FOLLICLE,34087,19524
9368,FOLLICLE,34104,19507
9369,FOLLICLE,34138,19473
9370,FOLLICLE,34155,19473
9371,FOLLICLE,34171,19440
9372,FOLLICLE,34188,19406
9373,FOLLICLE,34222,19372
9374,FOLLICLE,34256,19355
9375,FOLLICLE,34306,19305
9376,FOLLICLE,34340,19271
9377,FOLLICLE,34357,19254
9378,FOLLICLE,34374,19254
9379,FOLLICLE,34408,19220
9380,FOLLICLE,34425,19203
9381,FOLLICLE,34425,19186
9382,FOLLICLE,34458,19136
9383,FOLLICLE,34475,19102
9384,FOLLICLE,34509,19051
9385,FOLLICLE,34526,18984
9386,FOLLICLE,34543,18967
9387,FOLLICLE,34560,18916
9388,FOLLICLE,34576,18900
9389,FOLLICLE,34576,18883
9390,FOLLICLE,34576,18849
9391,FOLLICLE,34576,18832
9392,FOLLICLE,34593,18798
9393,FOLLICLE,34610,18765
9394,FOLLICLE,34610,18748
9395,FOLLICLE,34610,18714
9396,FOLLICLE,34627,18697
9397,FOLLICLE,34627,18680
9398,FOLLICLE,34627,18613
9399,FOLLICLE,34627,18596
9400,FOLLICLE,34627,18562
9401,FOLLICLE,34627,18545
9402,FOLLICLE,34627,18495
9403,FOLLICLE,34627,18478
9404,FOLLICLE,34627,18444
9405,FOLLICLE,34627,18393
9406,FOLLICLE,34627,18360
9407,FOLLICLE,34627,18343
9408,FOLLICLE,34627,18309
9409,FOLLICLE,34627,18275
9410,FOLLICLE,34627,18225
9411,FOLLICLE,34627,18174
9412,FOLLICLE,34627,18140
9413,FOLLICLE,34627,18073
9414,FOLLICLE,34627,18039
9415,FOLLICLE,34627,18005
9416,FOLLICLE,34627,17955
9417,FOLLICLE,34627,17921
9418,FOLLICLE,34627,17904
9419,FOLLICLE,34627,17836
9420,FOLLICLE,34627,17803
9421,FOLLICLE,34627,17769
9422,FOLLICLE,34627,17718
9423,FOLLICLE,34627,17685
9424,FOLLICLE,34627,17651
9425,FOLLICLE,34627,17634
9426,FOLLICLE,34627,17600
9427,FOLLICLE,34627,17583
9428,FOLLICLE,34627,17533
9429,FOLLICLE,34610,17499
9430,FOLLICLE,34610,17482
9431,FOLLICLE,34610,17448
9432,FOLLICLE,34593,17415
9433,FOLLICLE,34593,17398
9434,FOLLICLE,34593,17364
9435,FOLLICLE,34560,17330
9436,FOLLICLE,34560,17313
9437,FOLLICLE,34560,17280
9438,FOLLICLE,34543,17246
9439,FOLLICLE,34526,17212
9440,FOLLICLE,34509,17161
9441,FOLLICLE,34492,17128
9442,FOLLICLE,34475,17094
9443,FOLLICLE,34475,17077
9444,FOLLICLE,34458,17043
9445,FOLLICLE,34458,16976
9446,FOLLICLE,34441,16925
9447,FOLLICLE,34408,16875
9448,FOLLICLE,34391,16841
9449,FOLLICLE,34374,16773
9450,FOLLICLE,34357,16773
9451,FOLLICLE,34357,16756
9452,FOLLICLE,34357,16740
9453,FOLLICLE,34340,16723
9454,FOLLICLE,34323,16706
9455,FOLLICLE,34323,16689
9456,FOLLICLE,34306,16672
9457,FOLLICLE,34273,16621
9458,FOLLICLE,34273,16588
9459,FOLLICLE,34239,16571
9460,FOLLICLE,34222,16537
9461,FOLLICLE,34188,16503
9462,FOLLICLE,34188,16486
9463,FOLLICLE,34171,16470
9464,FOLLICLE,34155,16453
9465,FOLLICLE,34121,16419
9466,FOLLICLE,34104,16402
9467,FOLLICLE,34087,16385
9468,FOLLICLE,34070,16368
9469,FOLLICLE,34020,16318
9470,FOLLICLE,33986,16301
9471,FOLLICLE,33952,16267
9472,FOLLICLE,33901,16216
9473,FOLLICLE,33834,16166
9474,FOLLICLE,33800,16132
9475,FOLLICLE,33716,16081
9476,FOLLICLE,33682,16031
9477,FOLLICLE,33648,15997
9478,FOLLICLE,33615,15946
9479,FOLLICLE,33564,15896
9480,FOLLICLE,33530,15862
9481,FOLLICLE,33480,15795
9482,FOLLICLE,33446,15744
9483,FOLLICLE,33412,15710
9484,FOLLICLE,33378,15676
9485,FOLLICLE,33345,15643
9486,FOLLICLE,33328,15626
9487,FOLLICLE,33294,15575
9488,FOLLICLE,33277,15558
9489,FOLLICLE,33243,15525
9490,FOLLICLE,33226,15491
9491,FOLLICLE,33193,15474
9492,FOLLICLE,33176,15440
9493,FOLLICLE,33142,15423
9494,FOLLICLE,33125,15423
9495,FOLLICLE,33108,15423
9496,FOLLICLE,33091,15406
9497,FOLLICLE,33058,15390
9498,FOLLICLE,33041,15373
9499,FOLLICLE,32973,15356
9500,FOLLICLE,32923,15322
9501,FOLLICLE,32889,15305
9502,FOLLICLE,32805,15305
9503,FOLLICLE,32771,15288
9504,FOLLICLE,32720,15255
9505,FOLLICLE,32686,15255
9506,FOLLICLE,32653,15238
9507,FOLLICLE,32636,15238
9508,FOLLICLE,32585,15204
9509,FOLLICLE,32551,15204
9510,FOLLICLE,32535,15204
9511,FOLLICLE,32518,15204
9512,FOLLICLE,32501,15187
9513,FOLLICLE,32467,15187
9514,FOLLICLE,32416,15170
9515,FOLLICLE,32400,15153
9516,FOLLICLE,32349,15153
9517,FOLLICLE,32332,15153
9518,FOLLICLE,32298,15153
9519,FOLLICLE,32265,15136
9520,FOLLICLE,32248,15136
9521,FOLLICLE,32231,15136
9522,FOLLICLE,32214,15136
9523,FOLLICLE,32214,15170
9524,FOLLICLE,35960,12571
9525,FOLLICLE,35943,12555
9526,FOLLICLE,35943,12538
9527,FOLLICLE,35926,12538
9528,FOLLICLE,35926,12521
9529,FOLLICLE,35910,12521
9530,FOLLICLE,35893,12521
9531,FOLLICLE,35876,12521
9532,FOLLICLE,35859,12521
9533,FOLLICLE,35842,12521
9534,FOLLICLE,35808,12487
9535,FOLLICLE,35791,12487
9536,FOLLICLE,35741,12487
9537,FOLLICLE,35724,12487
9538,FOLLICLE,35707,12487
9539,FOLLICLE,35690,12487
9540,FOLLICLE,35690,12470
9541,FOLLICLE,35673,12470
9542,FOLLICLE,35656,12470
9543,FOLLICLE,35640,12470
9544,FOLLICLE,35623,12470
9545,FOLLICLE,35606,12470
9546,FOLLICLE,35589,12470
9547,FOLLICLE,35555,12470
9548,FOLLICLE,35521,12470
9549,FOLLICLE,35505,12453
9550,FOLLICLE,35488,12453
9551,FOLLICLE,35454,12453
9552,FOLLICLE,35437,12453
9553,FOLLICLE,35403,12453
9554,FOLLICLE,35353,12453
9555,FOLLICLE,35336,12453
9556,FOLLICLE,35302,12453
9557,FOLLICLE,35285,12453
9558,FOLLICLE,35251,12453
9559,FOLLICLE,35201,12453
9560,FOLLICLE,35184,12453
9561,FOLLICLE,35150,12453
9562,FOLLICLE,35116,12453
9563,FOLLICLE,35066,12453
9564,FOLLICLE,35049,12453
9565,FOLLICLE,34998,12470
9566,FOLLICLE,34948,12470
9567,FOLLICLE,34897,12487
9568,FOLLICLE,34830,12521
9569,FOLLICLE,34796,12521
9570,FOLLICLE,34762,12555
9571,FOLLICLE,34728,12555
9572,FOLLICLE,34678,12571
9573,FOLLICLE,34627,12588
9574,FOLLICLE,34593,12605
9575,FOLLICLE,34560,12605
9576,FOLLICLE,34526,12639
9577,FOLLICLE,34509,12639
9578,FOLLICLE,34509,12656
9579,FOLLICLE,34492,12656
9580,FOLLICLE,34475,12673
9581,FOLLICLE,34425,12706
9582,FOLLICLE,34408,12723
9583,FOLLICLE,34391,12740
9584,FOLLICLE,34374,12757
9585,FOLLICLE,34357,12774
9586,FOLLICLE,34323,12791
9587,FOLLICLE,34306,12808
9588,FOLLICLE,34290,12825
9589,FOLLICLE,34273,12841
9590,FOLLICLE,34256,12858
9591,FOLLICLE,34222,12875
9592,FOLLICLE,34171,12892
9593,FOLLICLE,34155,12926
9594,FOLLICLE,34138,12943
9595,FOLLICLE,34104,12976
9596,FOLLICLE,34087,12976
9597,FOLLICLE,34070,12993
9598,FOLLICLE,34053,13010
9599,FOLLICLE,34053,13027
9600,FOLLICLE,34036,13078
9601,FOLLICLE,34020,13078
9602,FOLLICLE,34003,13095
9603,FOLLICLE,33986,13111
9604,FOLLICLE,33952,13145
9605,FOLLICLE,33952,13179
9606,FOLLICLE,33901,13230
9607,FOLLICLE,33885,13263
9608,FOLLICLE,33851,13297
9609,FOLLICLE,33834,13331
9610,FOLLICLE,33817,13365
9611,FOLLICLE,33800,13381
9612,FOLLICLE,33783,13398
9613,FOLLICLE,33783,13415
9614,FOLLICLE,33783,13432
9615,FOLLICLE,33766,13449
9616,FOLLICLE,33750,13466
9617,FOLLICLE,33733,13500
9618,FOLLICLE,33733,13516
9619,FOLLICLE,33733,13533
9620,FOLLICLE,33699,13550
9621,FOLLICLE,33682,13618
9622,FOLLICLE,33682,13651
9623,FOLLICLE,33682,13668
9624,FOLLICLE,33682,13702
9625,FOLLICLE,33682,13719
9626,FOLLICLE,33682,13736
9627,FOLLICLE,33648,13753
9628,FOLLICLE,33648,13786
9629,FOLLICLE,33648,13803
9630,FOLLICLE,33648,13854
9631,FOLLICLE,33648,13888
9632,FOLLICLE,33648,13921
9633,FOLLICLE,33648,13972
9634,FOLLICLE,33648,14006
9635,FOLLICLE,33648,14023
9636,FOLLICLE,33648,14040
9637,FOLLICLE,33648,14056
9638,FOLLICLE,33648,14073
9639,FOLLICLE,33648,14090
9640,FOLLICLE,33648,14124
9641,FOLLICLE,33648,14141
9642,FOLLICLE,33648,14158
9643,FOLLICLE,33665,14191
9644,FOLLICLE,33665,14208
9645,FOLLICLE,33682,14242
9646,FOLLICLE,33699,14310
9647,FOLLICLE,33716,14360
9648,FOLLICLE,33716,14394
9649,FOLLICLE,33750,14461
9650,FOLLICLE,33766,14512
9651,FOLLICLE,33783,14580
9652,FOLLICLE,33800,14596
9653,FOLLICLE,33817,14630
9654,FOLLICLE,33817,14664
9655,FOLLICLE,33834,14698
9656,FOLLICLE,33851,14731
9657,FOLLICLE,33868,14748
9658,FOLLICLE,33868,14765
9659,FOLLICLE,33885,14782
9660,FOLLICLE,33918,14833
9661,FOLLICLE,33935,14866
9662,FOLLICLE,33969,14900
9663,FOLLICLE,33986,14934
9664,FOLLICLE,34020,14968
9665,FOLLICLE,34036,14985
9666,FOLLICLE,34070,15018
9667,FOLLICLE,34087,15035
9668,FOLLICLE,34104,15052
9669,FOLLICLE,34155,15086
9670,FOLLICLE,34171,15103
9671,FOLLICLE,34205,15120
9672,FOLLICLE,34222,15153
9673,FOLLICLE,34273,15204
9674,FOLLICLE,34306,15238
9675,FOLLICLE,34340,15255
9676,FOLLICLE,34374,15271
9677,FOLLICLE,34391,15288
9678,FOLLICLE,34425,15305
9679,FOLLICLE,34441,15322
9680,FOLLICLE,34475,15322
9681,FOLLICLE,34509,15373
9682,FOLLICLE,34560,15373
9683,FOLLICLE,34576,15390
9684,FOLLICLE,34644,15406
9685,FOLLICLE,34661,15423
9686,FOLLICLE,34711,15440
9687,FOLLICLE,34728,15440
9688,FOLLICLE,34762,15457
9689,FOLLICLE,34796,15457
9690,FOLLICLE,34846,15474
9691,FOLLICLE,34897,15491
9692,FOLLICLE,34948,15508
9693,FOLLICLE,34981,15508
9694,FOLLICLE,35015,15508
9695,FOLLICLE,35049,15508
9696,FOLLICLE,35083,15508
9697,FOLLICLE,35116,15508
9698,FOLLICLE,35201,15508
9699,FOLLICLE,35235,15508
9700,FOLLICLE,35268,15508
9701,FOLLICLE,35285,15508
9702,FOLLICLE,35319,15508
9703,FOLLICLE,35386,15491
9704,FOLLICLE,35403,15474
9705,FOLLICLE,35437,15457
9706,FOLLICLE,35471,15457
9707,FOLLICLE,35488,15457
9708,FOLLICLE,35505,15440
9709,FOLLICLE,35538,15440
9710,FOLLICLE,35623,15406
9711,FOLLICLE,35656,15406
9712,FOLLICLE,35707,15373
9713,FOLLICLE,35758,15356
9714,FOLLICLE,35808,15339
9715,FOLLICLE,35825,15339
9716,FOLLICLE,35859,15305
9717,FOLLICLE,35876,15305
9718,FOLLICLE,35926,15305
9719,FOLLICLE,35960,15288
9720,FOLLICLE,35994,15255
9721,FOLLICLE,36028,15238
9722,FOLLICLE,36061,15204
9723,FOLLICLE,36078,15204
9724,FOLLICLE,36112,15170
9725,FOLLICLE,36146,15153
9726,FOLLICLE,36163,15136
9727,FOLLICLE,36196,15103
9728,FOLLICLE,36213,15086
9729,FOLLICLE,36230,15035
9730,FOLLICLE,36247,15001
9731,FOLLICLE,36281,14968
9732,FOLLICLE,36298,14951
9733,FOLLICLE,36315,14917
9734,FOLLICLE,36348,14866
9735,FOLLICLE,36348,14833
9736,FOLLICLE,36365,14816
9737,FOLLICLE,36382,14765
9738,FOLLICLE,36399,14748
9739,FOLLICLE,36416,14731
9740,FOLLICLE,36433,14715
9741,FOLLICLE,36466,14647
9742,FOLLICLE,36466,14613
9743,FOLLICLE,36500,14563
